Name,Entry,Year,Title_Parsed,Abstract,Source,MatchScore,DOI,URL,Title,Department,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
Urooj Khan,,2020,,"We investigate the relation between corporate performance and overall economic growth in the United States. In particular, we focus on the impact of the U.S. corporate tax regime on this relation. Exploiting time-series variation and a tax shock, we document that the relatively higher corporate income tax rate and the tax treatment of foreign earnings of U.S. corporations have contributed to a disconnect between the performance of the corporate sector and the overall economy. Specifically, the growth of domestic (national) corporate profits, on average, has outpaced the growth of the domestic (national) economy, and this disconnect increases as the difference between the U.S. corporate income tax rate and the average tax rate of the other Organisation for Economic Co-operation and Development countries increases. The underlying mechanism is fewer corporate profits being channeled into subsequent domestic investments when the U.S. tax rate is relatively higher, leading to lower economic growth. Our findings have implications for policy setters. This paper was accepted by Brian Bushee, accounting.",Crossref,90.5882352941177,10.1287/mnsc.2019.3350,https://doi.org/10.1287/mnsc.2019.3350,,,Goal 8,0.05054444086643399,True,GDP growth; economic growth; economic policies
Urooj Khan,,2019,,"Bank lending standards vary over time. Periods in which firms find it relatively easy to borrow are followed by periods in which banks scrutinize borrowers more and tighten lending. We predict that changes in lending standards affect the accounting conservatism of bank-dependent firms. Using (i) a natural experiment that leads to certain banks tightening lending standards for plausibly exogenous reasons and (ii) time series variation in economy-wide bank lending standards, we find that borrowers increase their asymmetric timely loss recognition in response to the tightening of lending standards. Further, riskier borrowers, borrowers less likely to violate loan covenants, and borrowers whose banks tighten lending standards to a greater extent display larger increases in conservatism following the tightening of lending standards. These results suggest that borrowers internalize the costs and benefits of increasing conservatism. Finally, borrowers do not seem to decrease conservatism immediately after the lending standards are loosened. Overall, our results illuminate a commonly observed banking phenomenon that can influence firms’ incentives to recognize losses, suggesting that developments in the banking sector can shape the information produced by firms in the real sector. This paper was accepted by Suraj Srinivasan, accounting.",Crossref,91.5254237288136,10.1287/mnsc.2018.3094,https://doi.org/10.1287/mnsc.2018.3094,,,Goal 17,0.00832565102101322,False,
Urooj Khan,,2019,,"ABSTRACT I investigate whether fair value accounting can contribute to the banking industry's systemic risk. I focus on the adoption of Statement of Financial Accounting Standard No. 115 (SFAS No. 115), which required available‐for‐sale (AFS) securities to be recognized at fair value with unrealized gains and losses included in equity through accumulated other comprehensive income. SFAS No. 115 increased banks' regulatory risk because, at the time, calculation of regulatory capital closely conformed with GAAP equity. I find that systemic risk increased following the adoption of SFAS No. 115. Furthermore, following a subsequent regulatory amendment—which excluded unrealized gains and losses on AFS securities from regulatory capital but did not change their GAAP treatment—systemic risk decreased. Taken together, the evidence suggests that fair value accounting has the potential to increase systemic risk through the explicit inclusion of volatile fair value estimates in regulatory bank capital adequacy assessments. I do not, however, find evidence of fair value accounting impacting systemic risk in its information role; that is, by providing information to a bank's external stakeholders about its financial position and performance. I also show that higher fair value volatility of investment securities, lower bank capital, and larger AFS security holdings increase banks' marginal contribution to systemic risk. My findings should interest regulators and policymakers, as recent regulatory changes in light of Basel III recommendations require unrealized gains and losses on AFS securities to be included in regulatory capital for advanced approaches banks.",Crossref,89.873417721519,10.1111/1911-3846.12501,https://doi.org/10.1111/1911-3846.12501,,,Goal 10,0.01750207799354165,False,financial market regulation
Urooj Khan,,2018,,"We investigate the impact of recurring fair value versus amortized cost measurement for accounting recognition purposes on the timeliness of insurers' other-than-temporary (OTT) impairments of non-agency residential mortgage-backed securities (NAMBS) around the 2007–2009 financial crisis. Unlike largely predetermined amortized cost measurement, recurring fair value measurement requires firms to invest in information and control systems to assess relevant economic conditions and estimate fair values quarterly. We expect these systems discipline insurers' OTT impairments. Exploiting statutory requirements that PC (life) insurers measure securities with NAIC designations from 3 to 5 at fair value (amortized cost) and disclose security-level accounting information, we predict and find that PC insurers record timelier OTT impairments of the same NAMBS with NAIC designations of 3 to 5 than life insurers. We predict and find weaker evidence of spillover effects to the timeliness of OTT impairments of the same NAMBS with NAIC designations of 1 or 2.
 JEL Classifications: G22; M41.
 Data Availability: Data are available from public sources cited in the text.",Semantic Scholar (by DOI),92.4812030075188,10.2139/ssrn.3074825,https://www.semanticscholar.org/paper/c6486300d1d950575e8d987c9500748271f49496,,,Goal 17,0.01691348832388361,False,reliable data
Urooj Khan,,2018,,"ABSTRACT We examine how personal lending relationships between lenders and managers are affected by information and accounting environments of borrowing firms. We address this question by exploring whether, following managerial turnover, lenders migrate with the manager from the firm where a relationship developed (origin firm) to the manager's new firm (destination firm). We find that the opacity of the external information environment of the destination firm significantly increases the probability of lenders' co-migration, while accounting irregularities at both the destination and origin firms decrease it. We also show that co-migration is affected by a lender's monitoring efficiency. A lender's monitoring efficiency increases its co-migration probability when a manager moves to an opaque firm, but not when she moves to a transparent one. When the destination or origin firm experiences accounting irregularities, even lenders with strong monitoring capabilities are mostly reluctant to continue their relationship with a migrating manager.",Crossref,91.4285714285714,10.2308/accr-52287,https://doi.org/10.2308/accr-52287,,,Goal 10,0.03479428961270505,False,
Urooj Khan,,2018,,"ABSTRACT Estimating expected credit losses on banks' portfolios is difficult. The issue has become of increasing interest to academics and regulators with the FASB and IASB issuing new regulations for loan impairment. We develop a measure of the one-year-ahead expected rate of credit losses (ExpectedRCL) that combines various measures of credit risk disclosed by banks. It uses cross-sectional analyses to obtain coefficients for estimating each period's measure of expected credit losses. ExpectedRCL substantially outperforms net charge-offs in predicting one-year-ahead realized credit losses, and reflects nearly all the credit loss-related information in the charge-offs. ExpectedRCL also contains incremental information about one-year-ahead realized credit losses relative to the allowance and provision for loan losses and the fair value of loans. It is a better predictor of the provision for loan losses than analyst provision forecasts, and is incrementally useful beyond other credit risk metrics in predicting bank failure up to one year ahead.",Crossref,86.6666666666667,10.2308/accr-52012,https://doi.org/10.2308/accr-52012,,,Goal 12,0.01071861684401286,False,
Urooj Khan,,2018,,"We investigate the effectiveness of regulatory oversight exercised by the SEC against auditors over the years 1996-2009. The evidence suggests that the SEC is significantly less likely to name a Big N auditor as a defendant, after controlling for both the severity of the violation and for the characteristics of companies more likely to be audited by Big N auditors. Further, when the SEC does charge Big N auditors, the SEC (i) is less likely to impose harsher penalties on the Big N; and (ii) is less likely to name a Big N audit firm relative to individual Big N partners. Moreover, the SEC relies overwhelmingly on administrative proceedings, instead of the tougher civil proceedings, against auditors. One interpretation of these patterns is that the SEC’s enforcement against auditors is relatively mild. Other interpretations of these results are also discussed. Though private litigation against auditors is associated with a loss of market share for the auditor, there is no evidence of such product market penalty subsequent to SEC action. We thank our respective schools and the Goizueta Business School for financial support. We are thankful to Chang Wook Lee and Haitao Tu for excellent research assistance. We would like to thank Jonathan Karpoff, Scott Lee and Gerald Martin for graciously sharing their SEC enforcement data. Cornerstone Research and Stanford Law School provided the data on securities class actions. We acknowledge helpful comments from participants at the 2014 CELS conference, the 2014 University of Illinois audit symposium, Zoe-vanna Palmrose and Jill Fisch (discussants), Jieying Zhang, Monika Causholli, Kathryn Kadous, Stephen Penman and workshop participants at the University of Mississippi, University of Texas at Dallas and Columbia Business School Brown Bag. The views expressed in this paper are ours and do not represent in any way the views of Cornerstone Research or Stanford Law School. Also, all errors are ours.",Semantic Scholar (by DOI),93.3333333333333,10.1561/108.00000029,https://www.semanticscholar.org/paper/b4569157d3459b6b445455ce1a3395ce9f5450ba,,,Goal 4,0.01694463934888279,False,
Urooj Khan,,2015,,"Six years after the passage of the 2008 Troubled Asset Relief Program, commonly known as TARP, it remains hard to measure the total social costs and benefits of the assistance to banks provided under TARP programs. TARP was not a single approach to assisting weak banks but rather a variety of changing solutions to a set of evolving problems. TARP's passage was associated with significant improvements in financial markets and the health of financial intermediaries, as well as an increase in the supply of lending by recipients. However, a full evaluation must also take into account other factors, including the risks borne by taxpayers in the course of the bailouts; moral-hazard costs that could result in more risk-taking in the future; and social costs related to perceived unfairness. Our evaluation is organized in five parts: 1) What did policymakers do? 2) What are the proper objectives of interventions like TARP assistance to financial institutions? 3) Did TARP succeed in those economic objectives? 4) Were TARP funds allocated purely on an economic basis, or did political favoritism play a role? 5) Would alternative policies, either alongside or instead of TARP, and alternative design features of TARP, have worked better?",Crossref,93.1034482758621,10.1257/jep.29.2.53,https://doi.org/10.1257/jep.29.2.53,,,Goal 10,0.03383781447630406,False,
Carey King,,2015,,"ABSTRACT Basic meteorological data are essential for evaluating impacts of spatiotemporal variability in climate forcing on hydrology and agroecosystems. The objective of this work was to develop high‐resolution grids (0.25 ∘ × 0.25 ∘ ) of daily precipitation, evapotranspiration, and the five climate variables generally required to estimate evapostranspiration for Brazil. These five variables are maximum and minimum temperature, solar radiation, relative humidity, and wind speed. We tested six different interpolation schemes to create the grids for these variables. The data were obtained from 3625 rain gauge and 735 weather stations for period of 1980–2013. We used a cross‐validation approach that compares point observed data to point interpolated estimates to select the best interpolation scheme for each climate variable. We also present the performance of the best interpolation for each climate variable at daily timescales and for river basins. The inverse distance weighting and angular distance weighting methods produced the best results. Performance of all methods was poorer prior to 1995 because of fewer stations and available data. The performance of the interpolation varies for different seasons for almost all variables. Forecasting capability was tested for precipitation only and performed adequately for the system state (wet or dry). Variations in the interpolation schemes across river basins are primarily attributed to differences in gauge or station network density. This freely available gridded meteorological data set significantly advances the availability of climate data in Brazil.",Crossref,100.0,10.1002/joc.4518,https://doi.org/10.1002/joc.4518,,,Goal 13,0.1516725791336649,True,agriculture and climate change
Carey King,,2014,,"New demands for water can be satisfied through a variety of source options. In some basins surface and/or groundwater may be available through permitting with the state water management agency (termed unappropriated water), alternatively water might be purchased and transferred out of its current use to another (termed appropriated water), or non-traditional water sources can be captured and treated (e.g., wastewater). The relative availability and cost of each source are key factors in the development decision. Unfortunately, these measures are location dependent with no consistent or comparable set of data available for evaluating competing water sources. With the help of western water managers, water availability was mapped for over 1200 watersheds throughout the western US. Five water sources were individually examined, including unappropriated surface water, unappropriated groundwater, appropriated water, municipal wastewater and brackish groundwater. Also mapped was projected change in consumptive water use from 2010 to 2030. Associated costs to acquire, convey and treat the water, as necessary, for each of the five sources were estimated. These metrics were developed to support regional water planning and policy analysis with initial application to electric transmission planning in the western US.",Semantic Scholar (by DOI),100.0,10.1088/1748-9326/9/6/064009,https://www.semanticscholar.org/paper/6d9de48e08ebe30d70e7206a9a3223543247e4b2,,,Goal 6,0.5444384881162792,True,capacity-building in water management; climate change impact on water; energy sector water needs; global water crisis; global water demand; recycled water; sustainable water use; urban water scarcity; wastewater treatment; water and sanitation infrastructure; water conservation; water crisis; water ecosystems; water harvesting; water management; water research; water scarcity; water use efficiency
Carey King,,2015,,"We translate between biophysical and economic metrics that characterize the role of energy in the economy. Specifically, using data from the International Energy Agency, we estimate the energy intensity ratio (EIR), a price-based proxy for a power return ratio (PRR ∼ P out / P invested ). The EIR is a useful metric, because for most countries and energy commodities, it can indicate the biophysical trends of net energy when data are too scarce to perform an original net energy analysis. We calculate EIR for natural gas, coal, petroleum and electricity for forty-four countries from 1978 to 2010. Global EIR values generally rise from 1978 to 1998, decline from 1998 to 2008 and then slightly rebound. These trends indicate one interpretation of the net energy of the world economy. To add perspective to our recent, but short, time series, we perform the same calculations for historical England and United Kingdom energy prices to demonstrate that a given energy price translates to different PRRs (EIR in this case) depending on the structure of the economy and technology. We review the formulation of PRRs and energy return ratios (ERR ∼ E out / E invested ) to indicate why PRRs translate to (the inverse of) energy prices and ERRs translate to (the inverse of) energy costs. We show why for any given value of an ERR or PRR, there is not a single corresponding energy cost or price, and vice versa. These principles in turn provide the basis to perform better modeling of future energy scenarios (e.g., low-carbon transition) by considering the relationship between economic metrics (cost and price) and biophysical metrics (energy and power return ratios) based on energy, material and power flows.",Crossref,94.7916666666667,10.3390/en81112346,https://doi.org/10.3390/en81112346,,,Goal 7,0.4211904713212541,True,energy demand; energy for business; energy research; energy sector investment; energy transition strategies; global energy consumption
Carey King,,2015,,"We translate between energetic and economic metrics that characterize the role of energy in the economy. Specifically, we estimate monetary expenditures for the primary energy and net external power ratio (NEPR direct ; NEPR, net external power ratio), a power return ratio of annual energy production divided by annual direct energy inputs within the energy industry. We estimate these on an annualized basis for forty-four countries from 1978 to 2010. Expressed as a fraction of gross domestic product (GDP), f e , GDP , the forty-four country aggregate (composing >90% world GDP) worldwide expenditures on energy decreased from a maximum of 10.3% in 1979 to a minimum of 3.0% in 1998 before increasing to a second peak of 8.1% in 2008. While the global f e , GDP fluctuates significantly, global NEPR direct declined from a value of 34 in 1980 to 17 in 1986 before staying in a range between 14 and 16 from 1991 to 2010. In comparing both of these metrics as ratios of power output over power input, one economic ( f e , GDP - 1 ) and one biophysical (NEPR direct ), we see that when the former divided by the latter is below unity, the world was in a low-growth or recessionary state.",Crossref,94.6808510638298,10.3390/en81112347,https://doi.org/10.3390/en81112347,,,Goal 7,0.2073430036014187,True,electricity consumption; energy demand; energy efficiency; energy for business; energy policy; energy sector investment; global energy consumption; least developed countries energy
Carey King,,2015,,"I use energy cost share to characterize the role of energy in the economy. Specifically, I use an estimate of monetary expenditures for primary energy on an annualized basis for forty-four countries from 1978 to 2010 for natural gas, coal, petroleum, and electricity. I show that global energy cost share is significantly correlated to a one-year lag in the change in gross domestic product as well as measures of total factor productivity. Given the historical reduction in the relative cost of energy (including food and fodder for animate power) since the start of the Industrial Revolution, combined with a global energy cost share estimate, I conclude that the turn of the 21st Century represents the time period with the cheapest energy in the history of human civilization (to date). This potential historical nadir for energy expenditures around 2000 has important ramifications for strategies to solve future social, economic, and environmental problems such as reducing annual emissions of greenhouse gases (GHGs). Rapidly decreasing annual GHG emissions while internalizing their costs into the economy might feedback to increase energy expenditures to such a degree as to prevent economic growth during that transition.",Crossref,95.049504950495,10.3390/en81112348,https://doi.org/10.3390/en81112348,,,Goal 7,0.3452070520529618,True,affordable energy; carbon emissions; clean energy adoption; clean energy investment; electricity consumption; energy access; energy demand; energy efficiency; energy for business; energy for healthcare; energy for transportation; energy innovation; energy policy; energy research; energy sector investment; energy supply; energy-related emissions; global energy consumption; greenhouse gas emissions; international energy cooperation; renewable energy; sustainable energy
Lisa Koonce,,2020,,"Abstract Financial information from firms often contains biased information. In this study, we posit and experimentally test the idea that investors will have difficulty in unraveling known biases in management’s earnings forecasts but will be most likely to fully adjust when the information about bias is in quantitative, EPS form and the investor’s judgment is compatible with that bias information (also in quantitative, EPS form). Results from three experiments suggest that indeed quantification and compatibility are beneficial for unraveling managerial bias, but even under these conditions not all investors are able to unravel. We also show that this result is robust to several moderator variables that capture factors that are commonly found in the management earnings forecast setting. Our study has implications for firm managers, regulators, and investors.",Semantic Scholar (by DOI),100.0,10.1080/15427560.2021.1913161,https://www.semanticscholar.org/paper/07194f35d179badf387ebea6bceefe29a201f9b7,,,Goal 15,0.007138492183131301,False,
Lisa Koonce,,2021,,"ABSTRACT This paper discusses the role of process evidence in accounting research. We define process evidence broadly as data providing insight into how and why cause-effect relationships occur, and we provide a framework to guide the provision and evaluation of process evidence in accounting studies. Our definition allows for an expanded understanding of techniques for gathering process evidence. The framework highlights the importance of the study's goals and theory in choosing how to provide process evidence, as well as how much process evidence to provide. The paper also outlines the strengths and limitations of three approaches to providing process evidence: mediation, moderation, and multiple-study-based designs. We provide recommendations for best practices for each approach to minimize threats to validity and maximize the value of process evidence.",Crossref,86.5671641791045,10.2308/tar-2019-1001,https://doi.org/10.2308/tar-2019-1001,,,Goal 17,0.005010838110265647,False,
Lisa Koonce,,2019,,"We conduct two experiments to examine how investors react to nonverbal cues of certainty as displayed by a CEO communicating forward-looking information via the relatively new and emerging medium of video. Results of the first experiment suggest that, at least for the setting we examine, investors react more negatively (do not react more positively) to a video disclosure when the CEO displays nonverbal cues of uncertainty (certainty), relative to the same disclosure delivered via audio or written text. A second experiment reveals that the lack of a positive reaction to the certain CEO in the video may be due to investors’ belief that the CEO has incentives to convey certainty via nonverbal cues. Indeed, even a subsequent good-news realization—which should add credibility to the CEO’s certainty cues—does not change this perception. Our study has implications for firms considering video as a medium for disclosure.",Semantic Scholar,89.5238095238095,10.2139/ssrn.2942245,https://www.semanticscholar.org/paper/c48ef699316f5db61b0fd404b9aa5ebbb8317ad9,,,Goal 8,0.004430001642370672,False,
Lisa Koonce,,2019,,"ABSTRACT In this paper, we investigate whether the current references to probability in standard setters' conceptual definitions of assets and liabilities cause individuals to believe that the probability of a future transfer of economic benefits must be above some meaningful threshold for an asset or a liability to exist—a belief that is contrary to standard setters' intent. Results of multiple experiments indicate that the majority of individuals do use a high probability threshold to determine asset existence, whereas for liabilities the majority use a very low threshold. Thus, even under ceteris paribus conditions, liabilities are more frequently judged to exist than assets—a phenomenon analogous to accounting conservatism, as has been discussed in terms of the performance statement. These findings are robust to variation in formal training and in type of liability, and cannot be explained by alternative approaches to judging existence. Consistent with standard setters' intentions, results also suggest that their proposed changes to the definitions of assets and liabilities—changes that attempt to clarify the intended role of probability—do cause a greater proportion of participants to indicate that the relevant financial statement element (asset or liability) exists, relative to participants with no definition. Our study provides important insights for standard setters as they continue work on their missions to update their Conceptual Frameworks and for researchers regarding the role of conservatism on the balance sheet.",Crossref,100.0,10.1111/1911-3846.12479,https://doi.org/10.1111/1911-3846.12479,,,Goal 8,0.009738282374285326,False,
Lisa Koonce,,2019,,"ABSTRACT Firms often issue disaggregated earnings forecasts, and prior research reveals benefits to doing so. However, we hypothesize and experimentally find that the benefits of disaggregated forecasts do not necessarily carry over to the time of actual earnings announcements. Rather, disaggregated forecasts create multiple points of possible comparison between the forecast and the subsequent earnings announcement. Thus, when firms disaggregate forecasts and subsequently release disaggregated actual earnings numbers, investors reward firms that beat those multiple benchmarks, but punish firms that miss those multiple benchmarks. Thus, we show that issuing a disaggregated earnings forecast to achieve the associated benefits can backfire after the announcement of actual earnings. Our results have implications for researchers and firm managers. Data Availability: Contact the authors.",Crossref,100.0,10.2308/jfir-52362,https://doi.org/10.2308/jfir-52362,,,Goal 17,0.0186344934087334,False,data accountability
Lisa Koonce,,2016,,"Abstract Although prior research reports that firms that consistently beat their earnings expectations are rewarded with a market‐valuation premium, most firms are inconsistent in the sign of their benchmark performance, sometimes missing and sometimes beating. In this paper, we report the results of multiple experiments to test the idea that potential investors, evaluating firms that have inconsistent benchmark performance, use a counting heuristic to discriminate among them. Our results provide strong support for the hypothesis that these investors distinguish among firms by counting the number of beats and misses they experience over an observed time interval. The judgmental effect of this beat‐frequency is incremental to the effect of the magnitude of the beats and misses of the benchmark. Our study has implications for firm managers who have inconsistent benchmark performance, suggesting that market participants do make systematic discriminations among such inconsistent firms. It also has implications for researchers by introducing a new theoretical construct to the literature—namely, the counting heuristic.",Crossref,100.0,10.1111/1911-3846.12235,https://doi.org/10.1111/1911-3846.12235,,,Goal 17,0.004363433981811094,False,
Lisa Koonce,,2015,,"SYNOPSIS The objective of this paper is to cohesively introduce the notion of natural optimism into the accounting literature and to provide insights into the role of natural optimism in financial reporting on the part of firm managers. To accomplish this, we first discuss the research that demonstrates that optimism is the natural state of mind for most people and therefore we posit that firm managers involved in preparing financial statements are likely to exhibit naturally occurring optimism. Second, we identify where natural optimism is most likely to have an impact on financial reporting. Third, we address the challenges involved with mitigating or eliminating natural optimism in financial reporting. Finally, we address the relationship between optimism and two other constructs often found in accounting—namely, overconfidence and motivated reasoning.",Crossref,100.0,10.2308/acch-51277,https://doi.org/10.2308/acch-51277,,,Goal 15,0.02750904645404775,False,
Lisa Koonce,,2015,,"Abstract Prior research indicates that a firm's use of derivatives to manage business risks is viewed favorably by investors. However, these studies do not consider a potentially key factor in this setting—namely, the typical behavior (or norms) regarding derivatives by other firms in the industry or the firm itself. In this paper, we report the results of multiple experiments that test whether norms are influential in affecting investors’ evaluations of firms’ derivatives choices. Our results show that the generally favorable reactions to derivative use actually reverse and become unfavorable when firms’ derivative decisions are inconsistent with industry or firm norms. Somewhat surprisingly, though, we find that industry and firm norms are not viewed similarly by investors. These results expand our understanding of how investors respond to firm's derivative use decisions and demonstrate the role of norms as factors that influence investors’ judgments in financial reporting settings. Our results have implications for firm managers making decisions about derivative use.",Crossref,100.0,10.1111/1911-3846.12118,https://doi.org/10.1111/1911-3846.12118,,,Goal 5,0.01405287667811012,False,
Zach Kowaleski,,2024,,"ABSTRACT We study the influence of supervisors on employee misconduct at branches of U.S. financial institutions. Individual supervisor fixed effects explain twice as much variation in branch misconduct as firm fixed effects. Supervisor influence is concentrated in firms that theory suggests are most likely to delegate authority—firms with complex operations, distant branches, and trustworthy supervisors. Supervisors affect misconduct through their personnel decisions, attention to employees with past misbehavior, and ethics and industry rules training. After major internal control improvements, supervisor influence declines. Our results illustrate how supervisors influence misconduct above and beyond firm-level factors. Data Availability: Data are available from the public sources cited in the text. JEL Classifications: D21; D82; G20, L22; L23; M12; M40.",Crossref,100.0,10.2308/tar-2022-0411,https://doi.org/10.2308/tar-2022-0411,,,Goal 16,0.01390795822054571,False,accountable institutions; effective institutions; legitimate institutions; national institutions; public access to information; strong institutions; transparent institutions
Zach Kowaleski,,2020,,"Abstract We study the role of reputation in auditor-client matching. Using 1.2 million employment records from US broker-dealers, we find that broker-dealer clients of the same auditor have similar financial adviser misconduct profiles. Our estimates indicate that variation in client misconduct behavior is nearly half as important as variation in client size in explaining matches. Auditors adjust their portfolios when presented with new information about client behavior, and those with the most significant reputation concerns are least likely to deal with high misconduct clients. Finally, we find that an auditor's reputation for accepting high misconduct clients predicts their new clients' future misconduct. Together, our results present new evidence on how reputation affects audit relationships, and the consequences of auditors' reputation concerns for client behavior. Our results also indicate an unintended consequence of audit mandates: non-discerning auditors emerge to serve clients with low endogenous demand for auditing.",Semantic Scholar (by DOI),97.7777777777778,10.2139/ssrn.3326595,https://www.semanticscholar.org/paper/45330847650d0f10cef4de86670e419719da304e,,,Goal 8,0.02046370148249136,False,
Zach Kowaleski,,2019,,"Abstract We study the consequences of a 2010 change in the investment adviser qualification exam that reallocated coverage from the rules and ethics section to the technical material section. Comparing advisers with the same employer in the same location and year, we find those passing the exam with more rules and ethics coverage are one-fourth less likely to commit misconduct. The exam change appears to affect advisers’ perception of acceptable conduct and not just their awareness of specific rules or selection into the qualification. Those passing the rules and ethics-focused exam are more likely to depart employers experiencing scandals. Such departures also predict future scandals. Our paper offers the first archival evidence on how rules and ethics training affects conduct and labor market activity in the financial sector.",Semantic Scholar (by DOI),89.7435897435897,10.2139/ssrn.3457588,https://www.semanticscholar.org/paper/711bf56050ac2f312adf24c5e211f24d436417ca,,,Goal 17,0.01657679962497294,False,
Zach Kowaleski,,2018,,"SUMMARY Over the past decade, there have been significant changes to the regulatory environment for broker-dealer (BD) audits, as it shifted from private to public oversight. These changes unfolded in stages, from required PCAOB registration, to interim inspections under long-standing AICPA auditing and attestation standards, to proposal and finalization of new SEC and PCAOB standards, and finally to inspections under PCAOB auditing/attestation standards. This paper summarizes these events and their implications for both the auditing profession and BD audit quality, highlighting progress made, continuing issues, and research opportunities.",Crossref,93.6170212765958,10.2308/ciia-52176,https://doi.org/10.2308/ciia-52176,,,Goal 17,0.01237399244106376,False,
Zach Kowaleski,,2018,,"ABSTRACT We use experimental markets to examine whether providing consulting services to a non‐audit client impacts audit quality. Our paper directly addresses concerns raised by the Public Company Accounting Oversight Board that the largest public accounting firms’ growth in their consulting practices threatens audit quality. We conduct an experiment proposed using a registration‐based editorial process. We compare a baseline where the auditor does not provide consulting services to conditions where auditors provide consulting to audit clients or where auditors only provide consulting services to non‐audit clients. Our unique design provides evidence on whether providing consulting to non‐audit clients strengthens the salience of a client‐cooperative social norm that reduces audit quality. We do not find differences in audit quality by condition in our planned analysis, however we find greater variation in audit quality in the conditions where auditors provide consulting services compared to the baseline. In unplanned analyses, our results suggest providing consulting services increases auditor cooperation with managers, increasing audit quality when managers prefer high audit quality and decreasing audit quality when managers prefer low audit quality.",Crossref,100.0,10.1111/1475-679x.12197,https://doi.org/10.1111/1475-679x.12197,,,Goal 1,0.01926544093499826,False,
Samuel Kruger,,2023,,"ABSTRACT Municipal bonds exhibit considerable retail pricing variation, even for same‐size trades of the same bond on the same day, and even from the same dealer. Markups vary widely across dealers. Trading strongly clusters on eighth price increments, and clustered trades exhibit higher markups. Yields are often lowered to just above salient numbers. Machine learning estimates exploiting the richness of the data show that dealers that use strategic pricing have systematically higher markups. Recent Municipal Securities Rulemaking Board rules have had only a limited impact on markups. While a subset of dealers focus on best execution, many dealers appear focused on opportunistic pricing.",Crossref,96.1038961038961,10.1111/jofi.13214,https://doi.org/10.1111/jofi.13214,,,Goal 17,0.00981540686089237,False,
Samuel Kruger,,2022,,"Abstract Following the onset of COVID-19, research production in economics and finance (measured by the posting of working papers) increased by 29$\%$. Production increases were widespread across geographies, job titles, departments, and ages with larger increases in top departments and for people under the age of 35. Men and women both experienced production increases with the exception of women between the age of 35 and 49, who experienced no production gains despite large increases for men in the same age group. COVID-19 increased reliance on past coauthorship networks, with larger production gains for authors that are more central to the network. Authors have furnished an Internet Appendix, which is available on the Oxford University Press Web site next to the link to the final published paper online.",Crossref,100.0,10.1093/rfs/hhac087,https://doi.org/10.1093/rfs/hhac087,,,Goal 5,0.05384311958153096,True,COVID-19 gender impact
Samuel Kruger,,2023,,"ABSTRACT In the $793 billion Paycheck Protection Program, we examine metrics related to potential misreporting including nonregistered businesses, multiple businesses at residential addresses, abnormally high implied compensation per employee, and large inconsistencies with jobs reported in another government program. These measures consistently concentrate in certain FinTech lenders and are cross‐verified by seven additional measures. FinTech market share increased significantly over time, and suspicious lending by FinTechs in 2021 is four times the level at the start of the program. Suspicious loans are being overwhelmingly forgiven at rates similar to other loans.",Crossref,97.5609756097561,10.1111/jofi.13209,https://doi.org/10.1111/jofi.13209,,,Goal 1,0.01450270294291096,False,
Samuel Kruger,,2021,,"Securitized mortgage appraisals routinely target pre-specified valuations, 45% of purchase loan appraisals exactly equal purchase prices, and appraisals virtually never fall below purchase prices. As a result, appraisals exceed automated valuation model (AVM) valuations 60% of the time and are 5% higher than AVM valuations on average. High appraisals and indicators of appraisal targeting predict loan delinquency and residential mortgage-backed security (RMBS) losses and are priced at the loan level through higher interest rates, but have essentially no impact on RMBS pricing. Selection bias simulations and unfunded loan application appraisals indicate that high appraisals are intentional. The extent to which appraisals exceed AVM valuations varies across loan officers, mortgage brokers, and appraisers, and high appraisals are associated with more repeat business for appraisers, potentially incentivizing appraisers to inflate their appraisals. This paper was accepted by Tomasz Piskorski, finance.",Crossref,100.0,10.1287/mnsc.2019.3569,https://doi.org/10.1287/mnsc.2019.3569,,,Goal 4,0.005990157673375967,False,
Samuel Kruger,,2020,,"Does valuation risk induced by stochastic time preferences explain the equity premium puzzle as proposed by Albuquerque et al. (2016)? This explanation of the equity premium has several challenges. First, the valuation risk model implies extreme preference for early resolution of uncertainty and extreme aversion to valuation risk (which becomes infinite as elasticity of intertemporal substitution approaches one). Second, the model has a significant long-run risk component that counterfactually implies that consumption and dividend growth are highly persistent and predictable. Finally, I find no evidence that equity prices predict future risk-free rates as predicted by the baseline valuation risk model.",Semantic Scholar,98.5915492957747,10.2139/ssrn.3205749,https://www.semanticscholar.org/paper/9d41cc6bcf42ce1ea3fe75a28892e38d393fbc2e,,,Goal 1,0.0140545283426679,False,
Samuel Kruger,,2018,,"This paper examines whether employees involved in RMBS securitization experienced internal and external labor market consequences relative to similar non-RMBS employees in the same banks, and why. Senior RMBS bankers experienced similar levels of job retention, promotion, and external job market opportunities. Even signers of RMBS deals with high loss and misreporting rates, or deals implicated in lawsuits experienced no adverse internal or external labor market outcomes. These findings are likely not explained by targeted or delayed employee discipline, small legal fines, or protection due to pending litigation, but are consistent with implicit upper-management approval of RMBS activities.",Semantic Scholar (by DOI),100.0,10.2139/ssrn.2977741,https://www.semanticscholar.org/paper/5d2372ec1a226db018cd5973a975bd94c7247b74,,,Goal 1,0.01921264172623257,False,
