KEY,Name,pub_title,Abstract,Source,MatchScore,DOI,URL,Year_Found,Venue,Status,QueryUsed,CandidateTitle,CandidateDOI,WhyNoAbstract,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
df0ad727555d5d166c1fa90f0befafc35177484e,Izak Duenyas,Should Suppliers Allow Capacity Transfers?,"This research considers situations in which buyers pay to reserve their suppliers' capacity for future use. The study specifically explores whether suppliers should provide transfer rights, allowing buyers unable to use all of their reserved capacity to transfer the excess to another buyer, and whether they should charge a transfer fee. The study finds that, in most cases, the supplier maximizes financial outcomes when the buyer releasing the excess capacity keeps most of the retail‐level profit from the transfer and the supplier does not charge a transfer fee.",Crossref,90.47619047619048,10.1111/poms.13687,https://doi.org/10.1111/poms.13687,2022.0,Production and Operations Management,ok,CR-title:Should Suppliers Allow Capacity Transfers?,Should suppliers allow capacity transfers?,10.1111/poms.13687,,Goal 17,0.03287881764305281,False,
36e23dbfa4a585b1093dadffd379114077150094,Izak Duenyas,Joint Learning and Optimization of Multi-Product Pricing with Finite Resource Capacity and Unknown Demand Parameters,Dynamic Pricing with Limited Resource and Unknown Demand Parameters,Crossref,97.24770642201835,10.1287/opre.2020.2078,https://doi.org/10.1287/opre.2020.2078,2021.0,Operations Research,ok,CR-title:Joint Learning and Optimization of Multi-Product Pricing with Finite Resource Ca,Technical Note—Joint Learning and Optimization of Multi-Product Pricing with Finite Resource Capacity and Unknown Demand Parameters,10.1287/opre.2020.2078,,Goal 12,0.01681161963689009,False,
d43971cddd84801b029867b767f830e15c9b2858,Izak Duenyas,Optimal Contract for Machine Repair and Maintenance,"Maintenance outsourcing is quite common in industries that rely on complex and critical equipment. Instead of investing in the maintenance facilities, firms outsource maintenance activities to specialized companies. However, it may be hard for firms (i.e., principal) to observe whether maintenance companies (i.e., agent) put sufficient resources into providing the best service, which gives rise to agency issues. In a dynamic environment in which an agent is responsible for both maintenance and repair of a critical machine, how the principal uses payments and termination to tackle agency issues is a challenging problem. In “Optimal Contract for Machine Repair and Maintenance,” F. Tian, P. Sun, and I. Duenyas provide theoretical guidance on designing the optimal contract to induce efforts from an agent to efficiently operate a machine. Although they consider the very general contract forms, the optimal contracts demonstrate simple and intuitive structures, making them easy to describe and implement in practice.",Crossref,100.0,10.1287/opre.2020.2018,https://doi.org/10.1287/opre.2020.2018,2021.0,Operations Research,ok,CR-title:Optimal Contract for Machine Repair and Maintenance,Optimal Contract for Machine Repair and Maintenance,10.1287/opre.2020.2018,,Goal 12,0.007231123244835701,False,
b3f8636131d0aeace1a716dec8402df1d348628e,Izak Duenyas,Running Online Experiments Using Web-Conferencing Software,"We report the results of a novel protocol for running online experiments using a combination of an online experimental platform in parallel with web-conferencing software in two formats—with and without subject webcams—to improve subjects’ attention and engagement. We compare the results between our online sessions with the offline (lab) sessions of the same experiment. We find that both online formats lead to comparable subject characteristics and performance as the offline (lab) experiment. However, the webcam-on protocol has less noisy data, and hence better statistical power, than the protocol without a webcam. The webcam-on protocol can detect reasonable effect sizes with a comparable sample size as in the offline (lab) protocol.",Semantic Scholar (by DOI),100.0,10.2139/ssrn.3749551,https://www.semanticscholar.org/paper/fffa1b4d9352296cf16364a57776ddea3624f9e7,2020.0,Journal of the Economic Science Association,ok,CR-title:Running Online Experiments Using Web-Conferencing Software,Running Online Experiments Using Web-Conferencing Software,10.2139/ssrn.3749551,,Goal 17,0.009651594318942528,False,
8fe951aa1064422759811b821e3b7c04656d138b,Izak Duenyas,Optimal Learning Algorithms for Stochastic Inventory Systems with Random Capacity,"We propose the first learning algorithm for single‐product, periodic‐review, backlogging inventory systems with random production capacity. Different than the existing literature on this class of problems, we assume that the firm has neither prior information about the demand distribution nor the capacity distribution, and only has access to past demand and supply realizations. The supply realizations are censored capacity realizations in periods where the policy need not produce full capacity to reach its target inventory levels. If both the demand and capacity distributions were known at the beginning of the planning horizon, the well‐known target interval policies would be optimal, and the corresponding optimal cost is referred to as the clairvoyant optimal cost. When such distributional information is not available a priori to the firm, we propose a cyclic stochastic gradient descent type of algorithm whose running average cost asymptotically converges to the clairvoyant optimal cost. We prove that the rate of convergence guarantee of our algorithm is O ( 1 / T ) , which is provably tight for this class of problems. We also conduct numerical experiments to demonstrate the effectiveness of our proposed algorithms.",Semantic Scholar,97.5609756097561,10.1111/poms.13178,https://www.semanticscholar.org/paper/3febb69239fc7de39496727712480b850e7dcd15,2018.0,Production and operations management,ok,CR-title:Optimal Learning Algorithms for Stochastic Inventory Systems with Random Capacit,Optimal Learning Algorithms for Stochastic Inventory Systems with Random Capacities,10.2139/ssrn.3287560,,Goal 17,0.02541254108329642,False,
4bb873f770f0e2ed889e2b3a5df65f7049b4990c,Izak Duenyas,How Price Dispersion Changes when Upgrades are Introduced: Theory and Empirical Evidence from the Airline Industry,"This paper studies the effect of introducing a new vertical differentiation strategy, paying for an upgrade to a premium product after purchasing the base product, on the price dispersion of the base product arising from existing price discrimination strategies. In particular, we examine how a major U.S. airline’s price dispersion in the coach cabin changes after introducing the option to upgrade to a new type of premium economy seating within the coach cabin. We first provide a theoretical analysis that highlights two competing pressures that the new premium economy seating upgrades created on coach class prices. On the one hand, the airline benefits from lowering its prices because by allowing more customers to purchase in the first place, it increases the probability of selling upgrades (admission effect). On the other hand, for some customers, the value of flying with the airline increases because of the upgrade availability, therefore the airline may find it optimal to increase its prices (valuation effect). In the second part of the paper, we conduct an empirical investigation of the impact of upgrade introduction on coach class prices, based on a proprietary transaction-level data set from a major U.S. airline company. The empirical analysis tests the main predictions of our theoretical model and examines further nuances. The results show that the introduction of the premium economy seating upgrades is associated with an increase in the price dispersion and revenues in the coach class, the admission effect is stronger than the valuation effect on the low end of the price distribution, and the opposite is true on the high end of the price distribution. Finally, we discuss implications of our results for firm revenues and consumer welfare. This paper was accepted by Serguei Netessine, operations management.",Crossref,98.24561403508773,10.1287/mnsc.2018.3117,https://doi.org/10.1287/mnsc.2018.3117,2019.0,Management Science,ok,CR-title:How Price Dispersion Changes when Upgrades are Introduced: Theory and Empirical ,How Price Dispersion Changes When Upgrades Are Introduced: Theory and Empirical Evidence from the Airline Industry,10.1287/mnsc.2018.3117,,Goal 10,0.01435747653653616,False,
e11b783466aea428cd725d4b6b412f80a5762404,Izak Duenyas,Who Benefits When Prescription Drug Manufacturers Offer Co-Pay Coupons,"The rising cost of prescription drugs is a concern in the United States. To manage drug costs, insurance companies induce patients to choose less-expensive medications by making them pay higher copayments for more-expensive drugs, especially when multiple drug options are available to treat a condition. However, drug manufacturers have responded by offering copay coupons—coupons intended to be used by those already with prescription drug coverage. Recent empirical work has shown that such coupons significantly increase insurer costs without much benefit to patients, who incur lower out-of-pocket expenses with coupons but may eventually see higher costs passed to them. As a result, there is pressure from the insurance industry and consumer advocacy groups to ban copay coupons. In this paper we analyze how copay coupons affect patients, insurance companies, and drug manufacturers, while addressing the question of whether insurance companies would in fact always benefit from a copay coupon ban. We find that copay coupons tend to benefit drug manufacturers with large profit margins relative to other manufacturers, while generally, but not always, benefiting patients; insurer costs tend to increase with coupons from high-price drug manufacturers and decrease with coupons from low-price manufacturers. Although often helping drug manufacturers and increasing insurer costs, we also identify situations in which copay coupons benefit both patients and insurers. Thus, a blanket ban on copay coupons would not necessarily benefit insurance companies. In addition to the policy implications of our work, we make concrete managerial recommendations to insurers. We discuss how they should set formulary selection policies taking into account the fact that drug manufacturers may offer coupons; and we suggest how they can benefit from subsidizing coupons from drug manufacturers with low-price drugs, or from having drug manufacturers compete on price, to receive a favorable formulary position (i.e., copay). This paper was accepted by Yossi Aviv, operations management.",Crossref,97.14285714285714,10.1287/mnsc.2018.3123,https://doi.org/10.1287/mnsc.2018.3123,2019.0,Management Science,ok,CR-title:Who Benefits When Prescription Drug Manufacturers Offer Co-Pay Coupons,Who Benefits When Prescription Drug Manufacturers Offer Copay Coupons?,10.1287/mnsc.2018.3123,,Goal 3,0.01557195067317479,False,safe and affordable medicines
ac97fe33912eb58e67a8298d04ff70f708834d48,Izak Duenyas,Pricing of Conditional Upgrades in the Presence of Strategic Customers,"In this paper, we study a conditional upgrade strategy that has recently emerged in the travel industry. After a consumer makes a reservation for a product (e.g., a hotel room), she is asked whether she would like to upgrade her product to a higher-quality (more expensive) one at a discounted price. The upgrade, however, is not fulfilled immediately. The firm fulfills upgrades at check-in if higher-quality products are still available, and the upgrade fee is charged to the consumer if and only if she actually gets upgraded. Consumers decide which product type to book and whether to accept an upgrade offer or not based on the anticipated upgrade probability. We find that conditional upgrades create value by improving demand–supply matching for the firm. The firm can use the conditional upgrade channel to flexibly manage capacity allocations and reoptimize demand segmentation. For a firm that takes product prices as given, offering conditional upgrades is effective in compensating for the firm’s lack of ability in setting prices optimally. For a firm that has the ability to optimize product prices, conditional upgrades generate higher revenues than dynamic pricing. The online appendix is available at https://doi.org/10.1287/mnsc.2017.2783 . This paper was accepted by Martin Lariviere, operations management.",Crossref,95.5223880597015,10.1287/mnsc.2017.2783,https://doi.org/10.1287/mnsc.2017.2783,2018.0,Management Science,ok,CR-title:Pricing of Conditional Upgrades in the Presence of Strategic Customers,Pricing of Conditional Upgrades in the Presence of Strategic Consumers,10.1287/mnsc.2017.2783,,Goal 12,0.01173991548831402,False,consumer behavior
3e25027abbd6afacaefd104924fbb8193725438a,Izak Duenyas,Unbundling of Ancillary Service: How Does Price Discrimination of Main Service Matter?,"We consider a setting where the firm sells a main service (e.g., air travel) and an ancillary service (e.g., in-flight meal) to two types of consumers: high type (e.g., business travelers) and low type (e.g., leisure travelers). The firm decides whether to unbundle the ancillary service from the main service and charge separate prices for different service components. We study the interaction between the optimal ancillary unbundling strategy and the firm’s use of main service price discrimination by analyzing two types of firms: firms that use uniform pricing of main service and firms that use discriminatory pricing of main service. We find that a uniform-pricing (respectively, discriminatory-pricing) firm should unbundle the ancillary service if the fraction of high-type consumers who value the ancillary service is large (respectively, small) enough. The difference hinges on the rationale that under uniform pricing, unbundling allows the firm to extract more ancillary surplus from high-type consumers; by contrast, under discriminatory pricing, bundling allows the firm to extract more ancillary surplus from consumers. Moreover, we find that unbundling the ancillary service and using main service price discrimination are strategic complements (respectively, strategic substitutes) if the correlation between consumers’ main service valuations and ancillary service valuations is low (respectively, high). The online appendix is available at https://doi.org/10.1287/msom.2017.0646 .",Crossref,100.0,10.1287/msom.2017.0646,https://doi.org/10.1287/msom.2017.0646,2018.0,Manufacturing &amp; Service Operations Management,ok,CR-title:Unbundling of Ancillary Service: How Does Price Discrimination of Main Service M,Unbundling of Ancillary Service: How Does Price Discrimination of Main Service Matter?,10.1287/msom.2017.0646,,Goal 10,0.02299884875381761,False,
6eb7ab17869771726284cef192f91d614e1c9d35,Izak Duenyas,When to Deploy Test Auctions in Sourcing,"We investigate when a buyer seeking to procure multiple units of an input may find it advantageous to run a “test auction” in which she has incumbent suppliers bid on a portion of the desired units. The test auction reveals incumbent supplier cost information that helps the buyer determine how many entrants (if any) to recruit at a cost prior to awarding the remaining units. The optimal number of entrant suppliers to recruit follows a threshold policy that is monotonic in the test auction’s clearing price unless the underlying supplier cost distribution is not regular. When setting her reserve price in the test auction, the buyer uses supplier recruitment as her “outside option”: if the reserve price is not met in the test auction, the buyer recruits new suppliers and runs a second auction. We compare the attractiveness of the test auction procedure relative to the more conventional procedure in which the buyer auctions off her entire demand in one auction. Since the buyer can choose ex ante which procedure to use, we propose using whichever has lower ex ante total (purchase plus recruitment) cost. Finally, using an optimal mechanism analysis, we find a lower bound on the buyer’s cost, and use that cost as a benchmark to show that our proposed sourcing strategy performs well given its ease of implementation. The online appendix is available at https://doi.org/10.1287/msom.2017.0636 .",Crossref,100.0,10.1287/msom.2017.0636,https://doi.org/10.1287/msom.2017.0636,2018.0,Manufacturing &amp; Service Operations Management,ok,CR-title:When to Deploy Test Auctions in Sourcing,When to Deploy Test Auctions in Sourcing,10.1287/msom.2017.0636,,Goal 2,0.002540056230982919,False,
3586fc1cef12852059b67d4728688363f00fefba,Izak Duenyas,Dynamic Customer Acquisition and Retention,"In consulting, finance, and other service industries, customers represent a revenue stream, and must be acquired and retained over time. In this paper, we study the resource allocation problem of a profit maximizing service firm that dynamically allocates its resources toward acquiring new clients and retaining unsatisfied existing ones. The interaction between acquisition and retention in our model is reflected in the cash constraint on total expected spending on acquisition and retention in each period. We formulate this problem as a dynamic program in which the firm makes decisions in both acquisition and retention after observing the current size of its customer base and receiving information about customers in danger of attrition, and we characterize the structure of the optimal acquisition and retention strategy. We show that when the firm's customer base size is relatively low, the firm should spend heavily on acquisition and try to retain every unhappy customer. However, as its customer base grows, the firm should gradually shift its emphasis from acquisition to retention, and it should also aim to strike a balance between acquisition and retention while spending its available resources. Finally, when the customer base is large enough, it may be optimal for the firm to begin spending less in both acquisition and retention. We also extend our analysis to situations where acquisition or retention success rate, as a function of resources allocation, is uncertain and show that the optimal acquisition and retention policy can be surprisingly complex. However, we develop an effective heuristic for that case. This paper aims to provide service managers some analytical principles and effective guidelines on resource allocation between these two significant activities based on their firm's customer base size.",Crossref,100.0,10.1111/poms.12559,https://doi.org/10.1111/poms.12559,2016.0,Production and Operations Management,ok,CR-title:Dynamic Customer Acquisition and Retention,Dynamic Customer Acquisition and Retention Management,10.1111/poms.12559,,Goal 1,0.01515964830873006,False,
aa272be76ed11138de791f42a7ba113059ea811d,Izak Duenyas,Nonparametric Data-Driven Algorithms for Multi-Product Inventory Systems with Censored Demand,"We propose a nonparametric data-driven algorithm called DDM for the management of stochastic periodic-review multiproduct inventory systems with a warehouse-capacity constraint. The demand distribution is not known a priori and the firm only has access to past sales data (often referred to as censored demand data). We measure performance of DDM through regret, the difference between the total expected cost of DDM and that of an oracle with access to the true demand distribution acting optimally. We characterize the rate of convergence guarantee of DDM. More specifically, we show that the average expected T-period cost incurred under DDM converges to the optimal cost at the rate of O(T −1/2 ). Our asymptotic analysis significantly generalizes approaches used in Huh and Rusmevichientong (2009) for the uncapacitated single-product inventory systems. We also discuss several extensions and conduct numerical experiments to demonstrate the effectiveness of our proposed algorithm.",Crossref,91.0,10.1287/opre.2015.1474,https://doi.org/10.1287/opre.2015.1474,2016.0,Operations Research,ok,CR-title:Nonparametric Data-Driven Algorithms for Multi-Product Inventory Systems with Ce,Technical Note—Nonparametric Data-Driven Algorithms for Multiproduct Inventory Systems with Censored Demand,10.1287/opre.2015.1474,,Goal 17,0.02426237328935828,False,
d40d952e1faea261122e94d0b18c11e3973aae46,Izak Duenyas,Priority Rules for Multi-Task Due-Date Scheduling under Varying Processing Costs,"We study the scheduling of multiple tasks under varying processing costs and derive a priority rule for optimal scheduling policies. Each task has a due date, and a non‐completion penalty cost is incurred if the task is not completely processed before its due date. We assume that the task arrival process is stochastic and the processing rate is capacitated. Our work is motivated by both traditional and emerging application domains, such as construction industry and freelance consulting industry. We establish the optimality of Shorter Slack time and Longer remaining Processing time (SSLP) principle that determines the priority among active tasks. Based on the derived structural properties, we also propose an effective cost‐balancing heuristic policy and demonstrate the efficacy of the proposed policy through extensive numerical experiments. We believe our results provide operators/managers valuable insights on how to devise effective service scheduling policies under varying costs.",Crossref,97.5,10.1111/poms.12606,https://doi.org/10.1111/poms.12606,2016.0,Production and Operations Management,ok,CR-title:Priority Rules for Multi-Task Due-Date Scheduling under Varying Processing Costs,Priority Rules for Multi‐Task Due‐Date Scheduling under Varying Processing Costs,10.1111/poms.12606,,Goal 10,0.01339662900420007,False,
cc617b1009df4d1225c6642f6fabd05016ff586b,Izak Duenyas,Real Time Dynamic Pricing with Minimal and Flexible Price Adjustment,"We study a standard dynamic pricing problem where the seller (a monopolist) possesses a finite amount of inventories and attempts to sell the products during a finite selling season. Despite the potential benefits of dynamic pricing, many sellers still adopt a static pricing policy because of (1) the complexity of frequent reoptimizations, (2) the negative perception of excessive price adjustments, and (3) the lack of flexibility caused by existing business constraints. In this paper, we develop a family of pricing heuristics that can be used to address all these challenges. Our heuristic is computationally easy to implement; it requires only a single optimization at the beginning of the selling season and automatically adjusts the prices over time. Moreover, to guarantee a strong revenue performance, the heuristic only needs to adjust the prices of a small number of products and do so infrequently. This property helps the seller focus his effort on the prices of the most important products instead of all products. In addition, in the case where not all products are equally admissible to price adjustment (due to existing business constraints such as contractual agreement, strategic product positioning, etc.), our heuristic can immediately substitute the price adjustment of the original products with the price adjustment of similar products and maintain an equivalent revenue performance. This property provides the seller with extra flexibility in managing his prices. This paper was accepted by Noah Gans, stochastic models and simulation.",Crossref,98.52941176470588,10.1287/mnsc.2015.2238,https://doi.org/10.1287/mnsc.2015.2238,2016.0,Management Science,ok,CR-title:Real Time Dynamic Pricing with Minimal and Flexible Price Adjustment,Real-Time Dynamic Pricing with Minimal and Flexible Price Adjustment,10.1287/mnsc.2015.2238,,Goal 12,0.02218611542067466,False,
698f2bf9cb596c4a6d62b5ce54ea4c4313ca29b5,Izak Duenyas,"Mechanisms to Induce Buyer Forecasting: Do Suppliers Always Benefit from Better Forecasting?""","In this study, we consider a supplier's contract offerings to a buyer who may obtain improved forecasts for her demand over time. We investigate how the supplier can take advantage of the buyer's better forecasts and what kind of contracts he should offer to the buyer in order to maximize his profits. We model a natural forecast evolution where the buyer can obtain a more accurate forecast closer to the selling season. We assume there is information asymmetry between the buyer and the supplier at all times in that the buyer understands her demand better than the supplier. Three types of contracts that the supplier can offer are considered: (1) one where a contract is offered before the buyer has a chance to obtain improved forecasts, (2) one where a contract is offered after the buyer has obtained improved forecasts, and (3) a contingent (dynamic) contract which offers an initial contract to the buyer before she obtains improved forecasts, followed by a later contract (contingent on the initial contract) offered after improved forecasts have been obtained. We consider two scenarios: (1) where the supplier is certain that the buyer can obtain more accurate forecasts over time, and (2) where the supplier is uncertain about the buyer's forecasting capability (or forecasting cost). In the first scenario, we show that among the three types of contracts, the contingent contract is always the most profitable for the supplier. Furthermore, using the contingent contract, the supplier always benefits from higher accuracy of the buyer's demand forecasts. In the second scenario, we explicitly model the supplier's level of certainty about the buyer's capability of obtaining better forecasts, and explore how the supplier can design contracts to induce the buyer to obtain better forecasts when she is capable.",Crossref,99.45945945945945,10.1111/poms.12355,https://doi.org/10.1111/poms.12355,2015.0,Production and Operations Management,ok,CR-title:Mechanisms to Induce Buyer Forecasting: Do Suppliers Always Benefit from Better ,Mechanisms to Induce Buyer Forecasting: Do Suppliers Always Benefit from Better Forecasting?,10.1111/poms.12355,,Goal 15,0.003302681764828113,False,
580de9afc8b04613c5231413cc017c035790296a,Izak Duenyas,Production and Inventory Control for a Make-To-Stock/Calibrate to-Order System with Dedicated and Shared Resources,"Consider a firm that produces multiple products on dedicated production lines (stage 1), which are further customized/calibrated on a shared resource (stage 2), common to all products. The dedicated production lines and the shared resource for calibration face capacity uncertainties. The firm holds inventory of products that are not yet calibrated and carries out calibration when an order is received. We analyze a multiperiod inventory model for two products and derive the optimal production policy at stage 1 as well as the optimal allocation of the shared resource to demands at stage 2. For the shared resource, because of its capacity uncertainty, not only the total planned production quantities matter, but also the sequence in which the products are processed. We characterize the optimal allocation of the shared resource and show that the optimal policy keeps the ending inventories of products as close to a so-called “target path” as possible. For the dedicated production lines, because of their capacity uncertainty, the optimal production policy depends on the initial inventories. We identify and characterize the structural properties of the optimal production policy. Through a numerical study, we explore how the presence of finite shared capacity influences the inventory targets. We find that the behavior may be counterintuitive: when multiple products share a finite capacity in stage 2, the inventory target for the product having a larger dedicated production capacity or less capacity variability in stage 1 can be higher than the other product. We finally provide sensitivity analysis for the optimal policy and test the performance of simple heuristic policies.",Crossref,98.18181818181819,10.1287/opre.2015.1387,https://doi.org/10.1287/opre.2015.1387,2015.0,Operations Research,ok,CR-title:Production and Inventory Control for a Make-To-Stock/Calibrate to-Order System w,Production and Inventory Control for a Make-to-Stock/Calibrate-to-Order System with Dedicated and Shared Resources,10.1287/opre.2015.1387,,Goal 12,0.05549251176825584,True,sustainable production
2159ef64956e55166357331b3ee5c82c80a996f7,Fred Feinberg,"Wait for free: A consumption-decelerating promotion for serialized digital media 
Opens a new window","Promotions for digital goods have typically focused on enticing users to hasten their consumption. Here, the authors investigate a novel deceleration-incentivizing promotional policy, “wait for free” (WFF), applied to serialized digital content—sequences of interconnected episodes—monetized via episode-level paywalls. Specifically, customers can sample early episodes of promoted series for free, and can continue to watch for free by waiting a prespecified time; those unwilling to wait can pay to view episodes right away. WFF can draw users to start viewing a promoted series, and it generates revenue through two sources: impatient users opting to pay to consume the next episode immediately, and additional users continuing through the free episodes to watch paid-only episodes at the end. The authors analyze large-scale viewership data from a platform that enacted WFF for digital comics. A comic-level difference-in-differences analysis provides robust evidence that WFF boosts paid viewership for the promoted series, and the degree of lift varies by user type and over time. A more granular episode-level analysis incorporating intercomic spillovers and promotional lift heterogeneity suggests that WFF can boost net-of-cannibalization revenue at the platform level: Specifically, the model-optimized set of promoted comics performs roughly 18% better than the firm-enacted one and 25% better than the no-promotion baseline; furthermore, WFF and paid-only episodes each receive nontrivial degrees of lift, 70% and 59% respectively.",Crossref,80.7017543859649,10.1177/00222437241270194,https://doi.org/10.1177/00222437241270194,2024.0,Journal of Marketing Research,ok,CR-title:Wait for free: A consumption-decelerating promotion for serialized digital media,Wait for Free: A Consumption-Decelerating Promotion for Serialized Digital Media,10.1177/00222437241270194,,Goal 4,0.015541870998591,False,
a22adc63c0a21a05076d190ff32801c7da65c501,Fred Feinberg,"When the data are out: Measuring behavioral changes following a data breach 
Opens a new window",This paper investigates users’ reactions to a massive and highly sensitive data breach via an array of causal inference methodologies.,Crossref,80.2547770700637,10.1287/mksc.2019.0208,https://doi.org/10.1287/mksc.2019.0208,2024.0,Marketing Science,ok,CR-title:When the data are out: Measuring behavioral changes following a data breach Open,When the Data Are Out: Measuring Behavioral Changes Following a Data Breach,10.1287/mksc.2019.0208,,Goal 5,0.0123365724371103,False,
3fc3685c1b1a952ff4223f285e33997c095f8b34,Fred Feinberg,"Our Data-Driven Future: Promise, Perils, and Prognoses","In this chapter, we discuss both the great advantages and potential harms ushered in by this era of data collection, as well as ways to mitigate the harms while maintaining the benefits. Specifically, we propose and discuss classes of potential solutions: methods for collecting less data overall, transparency of code and models, federated learning, and identity management tools, among others. Some of these solutions can be implemented now, others require a longer horizon, but all can begin through the advocacy of marketing research. We also discuss possible ways to improve on the benefits of data collection – by developing methods to assist individuals pursue their long-term goals while advocating for privacy in such pursuits.",Semantic Scholar (by DOI),100.0,10.2139/ssrn.3440726,https://www.semanticscholar.org/paper/d19a306a85c02a563ab353638ae9fcff66cc97a8,2019.0,Review of Marketing Research,ok,"CR-title:Our Data-Driven Future: Promise, Perils, and Prognoses","Our Data-Driven Future: Promise, Perils, and Prognoses",10.2139/ssrn.3440726,,Goal 17,0.02575281791758229,False,data accountability
2755d2f459c7e3aa958c3f8a28ddfee033eedb35,Fred Feinberg,"Strategic new product media planning under emergent channel substitution and synergy 
Opens a new window","New product and service introductions require careful joint planning of production and marketing campaigns. Consequently, they typically utilize multiple information channels to stimulate customer awareness and resultant word‐of‐mouth (WOM), availing of standard budget allocation tools. By contrast, when enacting strategic allocation decisions—which must align with other management imperatives—dividing expenditures across channels is far more complex. To this end, we formulate a multichannel demand model for new products (or services), amenable to analysis of inter‐ and intrachannel interaction patterns and with the WOM process, without building such interactions directly into the modeling framework. To address the notorious complexity of media planning over time, we propose a novel decomposition of the multichannel dynamic programming problem into two distinct “tiers”: the strategic tier addresses how to allocate total expenditure across channels, while the tactical tier studies how to allocate the channel‐specific budgets (determined in the strategic tier) over time periods. This decomposition enables optimal media strategies to sidestep the curse of dimensionality and renders the model pragmatically estimable. Strategic tier analysis suggests a variety of novel insights, primarily that funds should not be allocated based on (relative) channel effectiveness alone but also systematically aligned with WOM generation. Specifically, each channel can face a “chasm‐crossing” threshold, abruptly transitioning the adoption process from lead‐users to mass‐market penetration. Moreover, the model provides actionable managerial insights into when, and which, channel interactions are synergistic versus substitutive. Specifically, a channel's interactions are governed primarily by its own “leverage” (potential demand impact) and the WOM‐based demand “momentum” (market penetration) it can generate, affording a novel basis for channel typography and firm action. The modeling framework is illustrated by examining camera sales for two media channels (free‐standing inserts and radio) and their effects over 28 months. We use Bayesian machinery to estimate a highly flexible diffusion‐based model, along with forecasts, media plans, and both theoretical and empirically‐based qualitative insights.",Crossref,100.0,10.1111/poms.13670,https://doi.org/10.1111/poms.13670,2022.0,Production and Operations Management,ok,CR-title:Strategic new product media planning under emergent channel substitution and syn,Strategic new product media planning under emergent channel substitution and synergy,10.1111/poms.13670,,Goal 12,0.01309730025951169,False,
f7d53a9926f72ac906e813234fb5b2eebce6d3af,Fred Feinberg,"Optimizing Price Menus for Duration Discounts: A Subscription Selectivity Field Experiment 
Opens a new window","To optimize price menus for duration discounts, both randomized field experiments and careful modeling of consumer self-selection are critical.",Crossref,100.0,10.1287/mksc.2020.1265,https://doi.org/10.1287/mksc.2020.1265,2020.0,Marketing Science,ok,CR-title:Optimizing Price Menus for Duration Discounts: A Subscription Selectivity Field ,Optimizing Price Menus for Duration Discounts: A Subscription Selectivity Field Experiment,10.1287/mksc.2020.1265,,Goal 12,0.002900494371179429,False,
1aa5ace322fd87b44e4e30ff2b1149e69d601371,Fred Feinberg,"Our Data-Driven Future: Promise, Perils, and Prognoses 
Opens a new window","In this chapter, we discuss both the great advantages and potential harms ushered in by this era of data collection, as well as ways to mitigate the harms while maintaining the benefits. Specifically, we propose and discuss classes of potential solutions: methods for collecting less data overall, transparency of code and models, federated learning, and identity management tools, among others. Some of these solutions can be implemented now, others require a longer horizon, but all can begin through the advocacy of marketing research. We also discuss possible ways to improve on the benefits of data collection – by developing methods to assist individuals pursue their long-term goals while advocating for privacy in such pursuits.",Semantic Scholar (by DOI),100.0,10.2139/ssrn.3440726,https://www.semanticscholar.org/paper/d19a306a85c02a563ab353638ae9fcff66cc97a8,2019.0,Review of Marketing Research,ok,"CR-title:Our Data-Driven Future: Promise, Perils, and Prognoses Opens a new window","Our Data-Driven Future: Promise, Perils, and Prognoses",10.2139/ssrn.3440726,,Goal 17,0.02575281791758229,False,data accountability
a39aa805b432bb4c79cb0931ef5b4ce9f51cc45e,Fred Feinberg,"Designing Profitable Joint Product-Service Channels: Case Study on Tablet and eBook Markets 
Opens a new window","Consumers’ choice of services and the product platforms that deliver them, such as apps and mobile devices, or eBooks and eReaders, are becoming inextricably interrelated. Market viability demands that product–service combinations be compatible across multiple producers and service channels, and that the producers’ profitability must include both service and product design. Some services may be delivered contractually or physically, through a wider range of products than others. Thus, optimization of producers’ contingent products, services, and channel decisions becomes a combined decision problem. This article examines three common product–service design scenarios: exclusive , non-exclusive asymmetric , and non-exclusive symmetric . An enterprise-wide decision framework has been proposed to optimize integrated services and products for each scenario. Optimization results provide guidelines for strategies that are mutually profitable for partner–competitor firms. The article examines an example of an eBook service and tablet, with market-level information from four firms (Amazon, Apple, Barnes & Noble, and Google) and conjoint-based product–service choice data to illustrate the proposed framework using a scalable sequential optimization algorithm. The results suggest that firms in market equilibrium can markedly differ in the services they seek to provide via other firms’ products and demonstrate the interrelationship among marketing, services, and product design.",Crossref,81.59203980099502,10.1017/dsj.2019.11,https://doi.org/10.1017/dsj.2019.11,2019.0,Design Science,ok,CR-title:Designing Profitable Joint Product-Service Channels: Case Study on Tablet and eB,Designing profitable joint product–service channels: case study on tablet and eBook markets,10.1017/dsj.2019.11,,Goal 12,0.02548258292178814,False,
