title,authors,year,url,Abstract,Source,MatchScore,DOI,URL_found,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
Management Control Systems and InnovationChina Management Accounting Review,"Chen, C. & Kim, M",2021,,"The opioid epidemic places a significant burden on families, communities, and health systems across the United States (1, 2). Prescription and illicit opioids are responsible for the highest drug overdose mortality rates ever recorded, accounting for 63600 deaths in 2016 (3). Health system and policy interventions have largely focused on reducing and monitoring high-risk opioid prescribing (4). Prescription drug monitoring programs seek to mitigate aberrant prescribing and patient misuse (4). The 2016 Centers for Disease Control and Prevention guidelines for opioid prescribing for chronic pain (5) have reduced prescribing volume and some high-risk prescribing (6), and payers have instituted measures to promote better prescribing (7, 8). These initiatives have largely focused on outpatient prescribing (9). Despite the Joint Commission's standards for inpatient pain management being implicated as a driver of increased opioid use, opioid prescribing in inpatient settings has received far less empirical evaluation (10). Recent studies reported that up to 13% of opioid-naive patients hospitalized for surgical procedures use opioids as outpatients for extended periods after surgery (1119). Research on opioid prescribing after nonsurgical hospitalization reported similar rates of persistent use (20). One study of more than 1 million nonsurgical admissions to 286 U.S. hospitals found that opioids were used 51% of the time (21). However, little is known about the timing, duration, and inpatient setting of opioid administration or whether particular inpatient patterns of use correlate with long-term use after discharge. To fill these knowledge gaps, we linked inpatient and outpatient electronic medical record data from a large health system between 2010 and 2014 to examine inpatient opioid administration among opioid-naive patients. We addressed 3 questions. First, who is most likely to receive opioids during a hospital stay? Second, when, where, and for how long are opioids used during hospital stays? Third, which patterns of opioid prescribing are associated with continued use after discharge? Methods Data Source We obtained data from the UPMC Health System, an integrated delivery and financing system that includes academic and community hospitals and accounts for 41% of hospital admissions in western Pennsylvania. We obtained hospital discharge data from 2010 to 2014 from 12 UPMC-affiliated community and academic hospitals. System-wide implementation of outpatient and inpatient electronic health records was complete before our study period. We linked inpatient electronic health record data (CERNER) to outpatient records (Epic Systems) using the health system's enterprise master patient index. We obtained the following data on inpatient encounters: demographic characteristics (age, sex, and race); diagnosis codes; admission type (medical vs. surgical); length of stay; intensive care unit (ICU) stay; source of insurance coverage; in-hospital mortality; and medication administration data, including drug name, route of administration, setting, and day and hour of administration. Information on prior home medications was collected by clinical personnel at the time of admission through patient or caregiver report. When a home medication list was not recorded, medication lists recorded in the discharge summary of a prior hospital stay were used when available. From the outpatient encounter database, we obtained information on outpatient visits before and after the index hospital stay along with outpatient medication lists. Medication data in the outpatient database represented the reconciled medication information that providers review during each visit and captured both active medications reported by patients and new prescriptions ordered by providers at outpatient visits. Study Sample Our sample included adults (aged 18 years) admitted to study hospitals from the emergency department, home, or transfers between 2010 and 2014 (Appendix Figure). We included admissions for opioid-naive patients, defined as those with no documented opioid use in the inpatient and outpatient encounter databases in the prior 12 months. We excluded admissions that were for deliveries, those occurring less than 90 days after a previous admission (we included only the first admission in such cases to allow for complete measurement of outpatient medication use), those that were missing complete inpatient medication records, and those for patients with no outpatient encounter in the 12 months before and after the admission (to ensure that we could measure outpatient opioid use after discharge). We included admissions for patients with diagnoses that typically prompt opioid treatment (such as burns, major trauma, and advanced cancer) because our objective was not to adjudicate appropriateness of opioid prescription but to analyze associations between inpatient use patterns and long-term use. Appendix Figure. Study flow diagram. Inpatient and Postdischarge Opioid Use Opioids were identified in inpatient and outpatient encounter databases using the same medication list (Appendix Table 1). We excluded partial opioid agonists that are approved for opioid use disorder treatment, such as buprenorphinenaloxone, from our definition of opioid use. Appendix Table 1. Types We constructed 3 outcomes related to opioid use. We measured the number of days on which any opioid was administered during the hospital stay, excluding perioperative use (24 hours after surgery). Almost all patients admitted for surgery received perioperative opioids, but use varied thereafter. The other 2 measures captured postdischarge use. Using outpatient records, we constructed dichotomous indicators for any opioid use recorded within 90 and 365 days after discharge. Opioid use recorded in the outpatient encounter database could represent self-reported use or prescriptions ordered during the encounter. We could not observe prescription fills in pharmacies by using the outpatient database. Patterns of Inpatient Opioid Administration To understand associations between patterns of inpatient analgesia (opioid and nonopioid) and subsequent outpatient use, we created measures reflecting the presence, timing, duration, and location of opioid and nonopioid analgesia administration during each hospital stay. These indicators included the number of calendar days of a stay with any opioid administration, timing of the last opioid administration relative to discharge (in hours), location of first use (for example, emergency department, ICU, or ward), and use of nonopioid analgesics (such as nonsteroidal anti-inflammatory drugs or acetaminophen) (Appendix Table 1). Covariates On the basis of prior research and clinical judgment, we selected several patient- and discharge-level characteristics to include as covariates in our multivariable regression models. These included patient sex, age (as an ordinal variable), and race (white, black, or other); calendar year of admission (to account for time trends in opioid prescribing); hospital indicators (to account for differences in case mix and prescribing differences by hospital); payment source (commercial, Medicare, Medicaid, other, or uninsured) as a proxy for socioeconomic status; a 4-category variable that combined type of admission (medical or surgical) with whether the stay involved an ICU stay; Healthcare Cost and Utilization Project Clinical Classifications Software categories based on the International Classification of Diseases, Ninth Revision (22), which we combined into 9 variables to capture reason for admission; Elixhauser Comorbidity Index score (range, 0 to 30); several comorbid conditions previously found to be associated with opioid use, including musculoskeletal pain, depression, other mental disorders, alcohol use disorders, drug dependence, and opioid poisoning (Supplement Table 1) (23); and an indicator for whether the patient had used benzodiazepines at home in the 12 months before admission. Length of hospital stay was included in statistical models as either an offset term or a covariate depending on the outcomes of interest. In-hospital mortality was obtained from inpatient records, and postdischarge mortality (treated as a competing event) was measured using monthly data that UPMC obtains from the Social Security Administration. Supplement. Supplementary Material Statistical Analysis Admission characteristics were summarized with descriptive statistics (mean and SD or median and interquartile range for continuous variables and frequency and percentage for categorical variables). We then conducted 3 analyses among opioid-naive hospitalized patients. First, we examined factors associated with inpatient opioid use (excluding the perioperative period) using multivariable Poisson models, where the dependent variable was the number of days an opioid was administered in the hospital, length of stay (in days) was log-transformed and treated as an offset term, and all covariates described earlier were included to adjust for case mix. We assessed model fit and found no evidence of overdispersion of the data and thus considered a Poisson model to be appropriate. We included hospital fixed effects to account for hospital-level confounding and robust SEs with clustering by patient to account for those with multiple hospital stays. We report adjusted incidence rate ratios (IRRs), 95% CIs, and P values for each covariate. Second, we fit 2 multinomial logistic regression models to examine the association between any inpatient opioid administration (excluding perioperative use for surgical patients) and any outpatient use within 90 or 365 days after discharge. To account for censoring of the outcome due to postdischarge death or readmission, we constructed the outcome variable as 4 mutually exclusive categories: presence of outpatient opioid use, absence of outpatient opioid use (without death or readmission), readmission without outpatient op",Semantic Scholar,39.52095808383233,10.7326/M18-2864,https://www.semanticscholar.org/paper/2f6e53ed932ab9a87dbe619d90419790b339cd81,Goal 3,0.04884622931835911,False,
Customer Satisfaction and Firm Profits in Monopolies: A Study of UtilitiesJournal of Marketing Research,"Bhattacharya, A. & Morgan, N. & Rego, L",2021,,"There is a growing body of evidence that customer satisfaction is predictive of firms’ future financial performance. However, studies of this relationship have been limited to competitive markets, and monopolistic markets have been largely ignored. This study explores the large and important utilities market and exploits its unique regulatory requirements that generate detailed and reliable operating and accounting data to examine the overall relationship between customer satisfaction and utility profit and establish the causal mechanisms involved. Using data from U.S. public utility firms, the authors show that even when customer satisfaction does not affect future revenues, it does positively predict future profitability by reducing utility firm operating costs. More specifically, they find that higher satisfaction reduces the costs of utility firm distribution, customer service, and sales and general administration expenses. These findings and additional post hoc evidence are consistent with the notion that customer satisfaction (1) generates efficiency-enhancing benefits for utility firms by lowering the direct and employee engagement costs of dealing with dissatisfied customers and (2) fosters greater trust and cooperation from customers. This study has important implications for both managers and regulators and provides important new insights for market-based asset theory and regulatory economic theory.",Crossref,92.7536231884058,10.1177/0022243720962405,https://doi.org/10.1177/0022243720962405,Goal 17,0.02715840066304436,False,
Commentary: A Strategic Perspective on Capturing Marketing Information to Fuel Growth: Challenges and Future ResearchJournal of Marketing,"Morgan, N. & Lurie, R",2021,,"Firms are increasingly swimming in a growing sea of data (Kalaignanam et al. 2021). Yet, as evidenced by Marketing Science Institute’s research priorities, most are having difficulties translating the opportunity potential afforded by these data into significant growth outcomes. Du et al. (2021, hereinafter Du et al.) highlight a number of areas in which researchers can help harness and leverage newly available data sources and tools in an effort to enable managers to uncover business opportunities. However, we believe that the root of the growth problem facing managers is both bigger and broader than data capture, requiring a significant refocusing of the academic research agenda. In this commentary, we identify two key problems limiting current knowledge and offer two new lenses to address them. We use these lenses to shed light on key challenges firms face in connecting data potential to realized growth outcomes in an effort to refocus the research agenda in a meaningful way.",Semantic Scholar (by DOI),96.0,10.1177/0022242920973036,https://www.semanticscholar.org/paper/3b1da9a89e91cbdbd53f0db7ecb339bda73b9770,Goal 17,0.0190757647736584,False,
Inducing compliance with post-market studies for drugs under FDA’s accelerated approval pathwayManufacturing & Service Operations Management,"Xu, L. & Zhao, H. & Petruzzi, N",2021,,"Problem definition: In 1992, the Food and Drug Administration (FDA) instituted the accelerated approval pathway (AP) to allow promising drugs to enter the market based on limited evidence of efficacy, thereby permitting manufacturers to verify true clinical benefits through postmarket studies. However, most postmarket studies have not been completed as promised. We address this noncompliance problem. Academic/practical relevance: The prevalence of this noncompliance problem poses considerable public health risk, thus compromising the original purpose of a well-intentioned AP initiative. We provide an internally consistent and implementable solution to the problem through a comprehensive analysis of the myriad complicating factors and trade-offs facing the FDA. Methodology: We adopt a Stackelberg framework in which the regulator, which cannot observe the manufacturer’s private cost information or level of effort, leads by imposing a postmarket study deadline. The profit-maximizing manufacturer then follows by establishing its level of effort to invest in its postmarket study. In establishing its deadline, the regulator optimizes the trade-off between providing public access to potentially effective drugs and mitigating public health risks from ineffective drugs. Results: We develop a deadline-dependent user fee menu as a screening mechanism that establishes an incentive for manufacturer compliance. We show that its effectiveness in inducing compliance depends fundamentally on the enforceability of sanction, a drug-specific measure that indicates how difficult it is to withdraw an unproven drug from the market, and the drug’s success probability: The higher either is, the higher is the probability that the mechanism induces compliance. Managerial implications: We synthesize and distill the salient trade-offs and nuances facing the FDA’s noncompliance problem and provide an implementable solution. We quantify the value of the solution as a function of a drug’s success probability and enforceability. From a public policy perspective, we provide guidance for the FDA to increase the viability and effectiveness of AP.",Google Scholar (SerpAPI),84.66257668711657,,https://pubsonline.informs.org/doi/abs/10.1287/msom.2019.0822,Goal 3,0.04434140573573076,False,
Asset Volatility and Capital Structure: Evidence from Corporate MergersManagement Science,"Levine, O. & Wu, Y",2021,,"We exploit cross-sectional variation in the predictable changes in asset volatility following corporate acquisitions to identify the effect of business risk on capital structure. We find that postmerger changes in leverage and cash holdings are strongly predicted by expected asset volatility changes estimated using premerger information. These capital structure adjustments are partly achieved through the choice of payment method. Our findings provide direct evidence for the coinsurance effect of mergers on debt capacity. More broadly, they suggest that firm risk is a first-order determinant of leverage, consistent with the tradeoff theory of capital structure. Our coefficient estimates imply that a one-standard deviation decline in a firm’s asset volatility corresponds to a 7.5-percentage point increase in leverage. This paper was accepted by Renee Adams, finance.",Crossref,94.02985074626865,10.1287/mnsc.2020.3607,https://doi.org/10.1287/mnsc.2020.3607,Goal 17,0.0139885823429843,False,
Finance and productivity growth: Firm-level evidenceJournal of Monetary Economics,"Levine, O. & Warusawitharana, M",2021,,"The effect of financing frictions on firm productivity growth is not well understood. Using a model we show that a rise in financial frictions leads to increased sensitivity of productivity growth to the use of external finance. We test this prediction using a large dataset of mostly private European firms and find strong evidence supporting the prediction. Our findings demonstrate an important link between financial markets and the real economy, and help to explain why economic activity remains persistently depressed following financial crises.",Google Scholar (SerpAPI),90.52631578947368,,https://www.sciencedirect.com/science/article/pii/S0304393219302132,Goal 8,0.04112437930447693,False,economic growth
Reality Check: Infusing Ecological Value into Academic Marketing ResearchJournal of Marketing,"van Heerde, H. & Moorman, C. & Moreau, P. & Pamatier, R",2021,,"The Journal of Marketing highly values research rooted in marketing questions and problems experienced by key stakeholders. While some of the papers we receive have a healthy dose of this quality, many do not. We write this editorial because we see even greater opportunity for the field if we stay even closer to the “natural habitat” of marketing, marketing ecosystems, and the marketplace—what we refer to as the “real world” of marketing throughout the remainder of this editorial. By doing so, the field can access new lines of inquiry and fresh ideas that emerge from turning to marketing problems, practices, and critiques for inspiration. Opportunities include capturing data that reflect the reality of the marketplace, as well as using models and metrics that offer a more transparent view of the impact of our findings—whether dollars earned, behaviors changed, or lives saved. We worry that if we drift from the real world, the field may gravitate toward the study of small problems of little consequence, negating the important role that marketing can play in the world. Staying close to the real world is an important guardrail that can prevent such pitfalls and guide our discipline to a more influential future. In this editorial, we propose to evaluate research by a new standard, which we call “ecological value.” “Ecological” is defined by the Oxford Dictionary of English as “related to or concerned with the relation of living organisms to one another and to their physical surroundings.” In a marketing context, this means the interactions among and between marketing actors, institutions, and systems. “Value” means that the ideas have some usefulness; in our case, usefulness to the thinking and actions of marketing stakeholders, including consumers, marketing managers, policy makers, and societal stakeholders, including critics. Combining these words, ecological value (EV) is the degree to which research reflects and is relevant to marketing as it exists and evolves among marketing stakeholders and marketing ecosystems. Note that EV is different from external validity. External validity examines whether the study findings can be generalized across other contexts such as other consumption settings, other consumer populations, or other industries (Lynch 1982, 1983), whereas EV is a much broader concept and involves infusing a real-world perspective into every stage of the research process. In this editorial, we explain what EV means, why it is so important, and how you can generate it. We also offer concrete actions—reality checks—to support researchers who join our quest and for the gatekeepers (e.g., reviewers, AEs, editors) who support the knowledge development process. To the newer members of our field, we should point out that research high on EV matters not only to the discipline, but also to your own research agenda. Papers high in EV have greater publication prospects because editorial decisions, at least at JM, tend to be dominated by how interesting and important your ideas are.",Semantic Scholar (by DOI),93.58974358974359,10.1177/0022242921992383,https://www.semanticscholar.org/paper/79c6015624ce0e77591ff85b447c2350e00c89a4,Goal 9,0.0216526817938548,False,
Knowledge learning of insurance risks using dependence modelsINFORMS Journal on Computing,"Zhao, Z. & Shi, P. & Feng, X",2021,,"Learning the customers’ experience and behavior creates competitive advantages for any company over its rivals. The insurance industry is an essential sector in any developed economy and a better understanding of customers’ risk profile is critical to decision making in all aspects of insurance operations. In this paper, we explore the idea of using copula-based dependence models to learn the hidden risk of policyholders in property insurance. Specifically, we build a novel copula model to accommodate the dependence over time and over space among spatially clustered property risks. To tackle the computational challenge caused by the discreteness feature of large-scale insurance data, we propose an efficient multilevel composite likelihood approach for parameter estimation. Provided that latent risk induces correlation, the proposed customer learning method offers improved predictive analytics by allowing insurers to borrow strength from related risks in predicting new risks and also helps reveal the relative importance of the multiple sources of unobserved heterogeneity in updating policyholders’ risk profile. In the empirical study, we examine the loss cost of a portfolio of entities insured by a government property insurance program in Wisconsin. We find both significant temporal and spatial association among property risks. However, their effects on the predictive distribution of loss cost are different for the new and renewal policyholders. The two sources of dependence are complements for the former and substitutes for the latter. These findings are shown to have substantial managerial implications in key insurance operations such as experience rating, capital allocation, and reinsurance arrangement.",Google Scholar (SerpAPI),93.91304347826087,,https://pubsonline.informs.org/doi/abs/10.1287/ijoc.2020.1005,Goal 3,0.0145003565001842,False,
Mixed-input Gaussian process emulators for computer experiments with a large number of categorical levelsJournal of Quality Technology,"Zhang, Q. & Chien, P. & Liu, Q. & Xu, L. & Hong, Y",2021,,"Abstract Computer models with both quantitative and qualitative inputs frequently arise in science, engineering and business. Mixed-input Gaussian process models have been used for emulating such models. The key in building this emulator is to accurately estimate the covariance between different categorical levels of the qualitative inputs. This problem is challenging when the number of categorical levels is large. We propose a sparse covariance estimation approach to estimating the covariance matrix with a large number of categorical levels for the mixed-input Gaussian process emulator. The effectiveness of this approach is illustrated with an application of IO operation modes in high performance computing systems.",Semantic Scholar (by DOI),96.55172413793103,10.1080/00224065.2020.1778431,https://www.semanticscholar.org/paper/153532d21924f0939d93580c671db84f20c2fbca,Goal 2,0.007265996165723246,False,
Directed Search and Competitive Search Equilibrium: A Guided TourJournal of Economic Literature,"Wright, R. & Kircher, P. & Julien, B. & Guerrieri, V",2021,,"This essay surveys the literature on directed search and competitive search equilibrium, covering theory and a variety of applications. These models share features with traditional search theory, but also differ in important ways. They share features with general equilibrium theory, but with explicit frictions. Equilibria are often efficient, mainly because markets price goods plus the time required to get them. The approach is tractable and arguably realistic. Results are presented for finite and continuum economies. Private information and sorting with heterogeneity are analyzed. While emphasizing issues and applications, we also provide several hard-to-find technical results. (JEL D50, D83)",Crossref,95.49549549549549,10.1257/jel.20191505,https://doi.org/10.1257/jel.20191505,Goal 1,0.009039645387448685,False,
Genetic underpinnings of risky behaviour relate to altered neuroanatomyNature Human Behaviour,"Aydogan, G. & Daviet, R. & Linner, R. & Hare, T. & Kable, J. & Kranzler, H. & Wetherill, R. & Ruff, C. & Koellinger, P. & Nave, G",2021,,"Previous research points to the heritability of risk-taking behaviour. However, evidence on how genetic dispositions are translated into risky behaviour is scarce. Here, we report a genetically informed neuroimaging study of real-world risky behaviour across the domains of drinking, smoking, driving and sexual behaviour in a European sample from the UK Biobank (N = 12,675). We find negative associations between risky behaviour and grey-matter volume in distinct brain regions, including amygdala, ventral striatum, hypothalamus and dorsolateral prefrontal cortex (dlPFC). These effects are replicated in an independent sample recruited from the same population (N = 13,004). Polygenic risk scores for risky behaviour, derived from a genome-wide association study in an independent sample (N = 297,025), are inversely associated with grey-matter volume in dlPFC, putamen and hypothalamus. This relation mediates roughly 2.2% of the association between genes and behaviour. Our results highlight distinct heritable neuroanatomical features as manifestations of the genetic propensity for risk taking. Aydogan and colleagues investigate the association between polygenic risk scores for risky behaviour with variation in grey-matter volume across multiple brain areas.",Semantic Scholar (by DOI),89.92248062015504,10.1038/s41562-020-01027-y,https://www.semanticscholar.org/paper/2a6bb4a5b546715a6034e12bd493bc15020780a5,Goal 15,0.008450651796971452,False,
Social Determinant-Based Profiles of US Adults Adults with the Highest and Lowest Health Expenditures Using ClustersNorth American Actuarial Journal,"Zhong, F. & Rosenberg, M. & Agterberg, J. & Crabb, R",2021,,"Using only social determinants, we employ an unsupervised clustering methodology that can differentiate high and low expenditure individuals. There are three major implications of this work: (1) clustering algorithms can produce meaningful results; (2) clustering on individuals, not specific variables, can produce predictive clusters; and (3) including comorbidities in cluster formation adds information to better separate the highest expenditure cluster profiles. Using nationally representative data, cluster expenditure distributions are wider for the most expensive clusters and smallest for the least expensive clusters. The clusters using comorbidities show larger separation between the highest two clusters and the remaining clusters than clusters developed excluding comorbidities. Though the profiles designed are representative of U.S. adults, the approach can be applied to any insured population to reveal the impact of the profiles on utilization. Clusters formed using the data without comorbidities can profile new insureds to allow prospective management of certain individuals. The same group profiles can be used in multiple studies with different outcomes, such as inpatient or drug expenditures.",Semantic Scholar (by DOI),85.71428571428571,10.1080/10920277.2020.1814819,https://www.semanticscholar.org/paper/08a6751b53749970033c59c187790b51111c51e0,Goal 1,0.01160524393171244,False,
Strategic Human Capital: Fit for the FutureStrategic Management: State of the Field and Its Future,"Coff, R. & Rickley, M",2021,,"Abstract Human capital—the knowledge, skills, and abilities embedded in employees—represents critical microfoundations for organizational success. This chapter identifies shifting assumptions and recent advances in the field’s understanding of how human capital contributes to competitive advantage. The chapter is organized around two major research streams: human capital specificity and assortative matching between workers and firms. The text briefly outlines the evolution of each stream, articulating key cumulative insights regarding human capital selection, compensation, and mobility, and highlighting areas of consensus and disagreement. The major emphasis is on unresolved issues and future opportunities for strategic human capital research.",Crossref,100.0,10.1093/oso/9780190090883.003.0032,https://doi.org/10.1093/oso/9780190090883.003.0032,Goal 16,0.02386860170903025,False,
Income Fluctuations and Firm ChoiceJournal of Financial and Quantitative Analysis,"Baker, S. & Baugh, B. & Kueng, L",2021,,"Abstract How households shift spending across firms in response to income fluctuations is an important source of firm risk. Using transaction-level data, we study how households interact with the universe of retailers following income changes. We find that income increases within and across households result in substitution toward retailers in a category that are higher quality; smaller; more profitable; and have higher labor intensity, research and development (R&D) intensity, and equity betas. Although not all shifts are economically large, they do not average out across retailers. Thus, retailer choice has implications for key financial and macroeconomic outcomes, such as aggregate profitability and labor demand.",Crossref,88.88888888888889,10.1017/s0022109020000526,https://doi.org/10.1017/s0022109020000526,Goal 17,0.02186351504257104,False,
Shopping for Lower Sales Tax RatesAmerican Economic Journal: Macroeconomics,"Baker, S. & Johnson, S. & Kueng, L",2021,,"Using comprehensive high-frequency state and local sales tax data, we show that shopping behavior responds strongly to changes in sales tax rates. Even though sales taxes are not observed in posted prices and have a wide range of rates and exemptions, consumers adjust in many dimensions. They stock up on storable goods before taxes rise and increase online and cross-border shopping in both the short and long run. The difference between short- and long-run spending responses has important implications for the efficacy of using sales taxes for countercyclical policy and for the design of an optimal tax framework. Interestingly, households adjust spending similarly for both taxable and tax-exempt goods. We embed an inventory problem into a continuous-time consumption-savings model and demonstrate that this behavior is optimal in the presence of shopping trip fixed costs. The model successfully matches estimated short-run and long-run tax elasticities. We provide additional evidence in favor of this new shopping complementarity mechanism. (JEL E21, E32, G51, H21, H25, H71)",Crossref,90.3225806451613,10.1257/mac.20190026,https://doi.org/10.1257/mac.20190026,Goal 1,0.01300654109425838,False,
Household Financial Transaction Data,"Baker, S. & Kueng, L",2021,,"The growth of the availability and use of detailed household financial transaction micro data has dramatically expanded the ability of researchers to understand both household decision making and aggregate economic fluctuations across a wide range of fields. This class of transaction data is derived from a myriad of sources, including financial institutions, FinTech apps, and payment intermediaries. We review how these detailed data have been utilized in finance and economics research and analyze both their benefits and limitations as compared to more traditional measures of income, spending, and wealth. Finally, we discuss the future potential of this flexible class of data in firm-focused research, real-time policy analysis, and macro statistics.",Semantic Scholar (by DOI),100.0,10.3386/w29027,https://www.semanticscholar.org/paper/4345fc2f2b28f928d23dace111d314cb3a4c3d72,Goal 10,0.03319234881165548,False,
Who explores further? Evidence on R&D outsourcing from the survey of research and developmentR&D Management,"Yamaguchi, S. & Nitta, R. & Hara, Y. & Shimizu, H",2021,,"Building off the resource‐based view and the knowledge‐based view, our study aims to examine determinants of firms’ R&D outsourcing, using annually‐conducted firm‐level survey data of Japanese R&D companies from 1984–2012. This survey allows us to measure strategic R&D outsourcing, isolated from those more for cost‐reducing, such as prototyping, testing and inspecting. The results corroborate the argument of complementarity in scale between internal R&D and R&D outsourcing. We also find that firms employing more doctorate holders and diversifying in knowledge spaces tend to make more use of R&D outsourcing. This study sheds light on firms’ absorptive capacity, associated both with higher‐order R&D human capital and diversified knowledge spaces, as determinants of R&D outsourcing.",Crossref,91.17647058823529,10.1111/radm.12437,https://doi.org/10.1111/radm.12437,Goal 11,0.01701523057877358,False,
How important is price variation between health insurers?Journal of Health Economics,"Craig, S. & Ericson, K. & Starc, A",2021,,"Prices negotiated between payers and providers affect a health insurance contract's value via enrollees' cost-sharing and self-insured employers' costs. However, price variation across payers is difficult to observe. We measure negotiated prices for hospital-payer pairs in Massachusetts and characterize price variation. Between-payer price variation is similar in magnitude to between-hospital price variation. Administrative-services-only contracts, in which insurers do not bear risk, have higher prices. We model negotiation incentives and …",Google Scholar (SerpAPI),90.38461538461539,,https://www.sciencedirect.com/science/article/pii/S0167629621000084,Goal 3,0.03429537801992907,False,
Mergers and marginal costs: New evidence on hospital buyer powerThe RAND Journal of Economics,"Craig, S. & Grennan, M. & Swanson, A",2021,,"Abstract We estimate the effects of hospital mergers, using detailed data containing medical supply transactions (representing 23% of operating costs) from a sample of US hospitals, 2009–2015. Pre‐merger price variation across hospitals (Gini coefficient 7%) suggests significant opportunities for cost decreases. However, we observe limited evidence of actual savings. In this retrospective study, targets realized 1.9% savings; acquirers realized no significant savings. Examining treatment effect heterogeneity to shed light on theories of “buyer power,” we find that savings, when they occur, tend to be local, and potential benefits of savings may be offset by managerial costs of merging.",Crossref,95.08196721311475,10.1111/1756-2171.12365,https://doi.org/10.1111/1756-2171.12365,Goal 8,0.006590108527519482,False,
Impact of Medicaid expansion on women with gynecologic cancer: a difference-in-difference analysisAmerican Journal of Obstetrics and Gynecology,"Albright, B. & Nasioudis, D. & Craig, S. & Moss, H. & Latif, N. & Ko, E. & Haggerty, A",2021,,"Background Women with gynecologic cancer face socioeconomic disparities in care that affect survival outcomes. The Affordable Care Act offered states the option to expand Medicaid enrollment eligibility criteria as a means of improving timely and affordable access to care for the most vulnerable. The variable uptake of expansion by states created a natural experiment, allowing for quasi-experimental methods that offer more unbiased estimates of treatment effects from retrospective data than the traditional regression adjustment …",Google Scholar (SerpAPI),95.18716577540107,,https://www.sciencedirect.com/science/article/pii/S0002937820308358,Goal 5,0.04677377022452679,False,
Omnichannel marketing: Are cross-channel effects symmetric?International Journal of Research in Marketing,"Shankar, V. & Kushwaha, T",2021,,"The rapid growth in omnichannel (eg, Web, call center, sales agent, store) shopping and the need to effectively allocate resources across channels are prompting managers and researchers to better understand cross-channel effects, that is, the effects of marketing efforts in one distribution channel on shopping outcomes in other channels. We develop a broad set of hypotheses about cross-channel effects based on channel richness and influence roles (informative, persuasive). To test the hypotheses, we model the effects (own and cross) …",Google Scholar (SerpAPI),89.7196261682243,,https://www.sciencedirect.com/science/article/pii/S016781162030077X,Goal 1,0.0077277237613855,False,
Retailer Marketing Communications in the Digital Age: Getting the Right Message to the Right Shopper at the Right TimeJournal of Retailing,"Villanova, D. & Bodapati, A. & Puccinelli, N. & Tsiros, M. & Goodstein, R. & Kushwaha, T. & Suri, R. & Ho, H. & Brandon, R. & Hatfield, C",2021,,"The evolving retail landscape in the digital age has resulted in opportunities and novel capabilities for retailers. This paper identifies four key challenges facing retailers based on insights from practitioners and academics using the customer journey framework as a guide. It then considers evidence from both practice and theory on how contemporary retailers might best innovate in the face of these challenges, to get “the right message to the right shopper at the right time.” Historically, retail was largely constrained to focus on individual …",Google Scholar (SerpAPI),81.73076923076923,,https://www.sciencedirect.com/science/article/pii/S0022435921000099,Goal 6,0.005430751712545483,False,
"Marketing Agility: The Concept, Antecedents, and a Research AgendaJournal of Marketing","Kalaignanam, K. & Tuli, K. & Kushwaha, T. & Lee, L. & Gal, D",2021,,"Changes in the way customers shop, accompanied by an explosion of customer touchpoints and fast-changing competitive and technological dynamics, have led to an increased emphasis on agile marketing. The objective of this article is to conceptualize and investigate the emerging concept of marketing agility. The authors synthesize the literature from marketing and allied disciplines and insights from in-depth interviews with 22 senior managers. Marketing agility is defined as the extent to which an entity rapidly iterates between making sense of the market and executing marketing decisions to adapt to the market. It is conceptualized as occurring across different organizational levels and shown to be distinct from related concepts in marketing and allied fields. The authors highlight the firm challenges in executing marketing agility, including ensuring brand consistency, scaling agility across the marketing ecosystem, managing data privacy concerns, pursuing marketing agility as a fad, and hiring marketing leaders. The authors identify the antecedents of marketing agility at the organizational, team, marketing leadership, and employee levels and provide a roadmap for future research. The authors caution that marketing agility may not be well-suited for all firms and all marketing activities.",Crossref,94.4,10.1177/0022242920952760,https://doi.org/10.1177/0022242920952760,Goal 9,0.006386155019303141,False,
Bank Interest Rate Risk Management and Valuation of EarningsAccounting and Finance,"Burke, Q. & Warfield, T",2021,,"This paper examines banks' interest rate risk management and its effects on the persistence and valuation of banks' earnings. We construct a novel measure to capture the extent to which a bank is able to generate persistent net interest income (the primary component of a bank's earnings) by changing interest rates on assets and liabilities in response to market interest rate changes. This measure builds on traditional maturity gap, but in explaining changes in net interest income, our model takes into consideration asymmetrical changes in …",Google Scholar (SerpAPI),91.89189189189189,,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2467698,Goal 10,0.01019340324429642,False,income growth
